Date-time,Load (kW)
2017-04-04 12:59,55.01
2017-04-04 13:59,55.01
2017-04-04 14:59,69.77
2017-04-04 15:59,77.14
2017-04-04 16:59,69.77
2017-04-04 17:59,69.77
2017-04-04 18:59,47.63
2017-04-04 19:59,47.63
2017-04-04 20:59,77.14
2017-04-04 21:59,10.75
2017-04-04 22:59,47.63
2017-04-04 23:59,40.26
2017-04-05 00:59,55.01
2017-04-05 01:59,25.5
2017-04-05 02:59,40.26
2017-04-05 03:59,47.63
2017-04-05 04:59,40.26
2017-04-05 05:59,40.26
2017-04-05 06:59,47.63
2017-04-05 07:59,40.26
2017-04-05 08:59,40.26
2017-04-05 09:59,40.26
2017-04-05 10:59,47.63
2017-04-05 11:59,55.01
2017-04-05 12:59,47.63
2017-04-05 13:59,69.77
2017-04-05 14:59,77.14
2017-04-05 15:59,47.63
2017-04-05 16:59,55.01
2017-04-05 17:59,47.63
2017-04-05 18:59,47.63
2017-04-05 19:59,40.26
2017-04-05 20:59,47.63
2017-04-05 21:59,40.26
2017-04-05 22:59,47.63
2017-04-05 23:59,40.26
2017-04-06 00:59,55.01
2017-04-06 01:59,32.88
2017-04-06 02:59,40.26
2017-04-06 03:59,47.63
2017-04-06 04:59,40.26
2017-04-06 05:59,47.63
2017-04-06 06:59,40.26
2017-04-06 07:59,84.52
2017-04-06 08:59,482.88
2017-04-06 09:59,534.51
2017-04-06 10:59,556.65
2017-04-06 11:59,541.89
2017-04-06 12:59,527.14
2017-04-06 13:59,541.89
2017-04-06 14:59,549.27
2017-04-06 15:59,549.27
2017-04-06 16:59,497.63
2017-04-06 17:59,423.86
2017-04-06 18:59,195.17
2017-04-06 19:59,173.04
2017-04-06 20:59,224.68
2017-04-06 21:59,150.91
2017-04-06 22:59,55.01
2017-04-06 23:59,40.26
2017-04-07 00:59,55.01
2017-04-07 01:59,32.88
2017-04-07 02:59,40.26
2017-04-07 03:59,47.63
2017-04-07 04:59,40.26
2017-04-07 05:59,47.63
2017-04-07 06:59,40.26
2017-04-07 07:59,99.27
2017-04-07 08:59,460.74
2017-04-07 09:59,527.14
2017-04-07 10:59,541.89
2017-04-07 11:59,505.01
2017-04-07 12:59,519.76
2017-04-07 13:59,527.14
2017-04-07 14:59,541.89
2017-04-07 15:59,541.89
2017-04-07 16:59,475.5
2017-04-07 17:59,423.86
2017-04-07 18:59,209.93
2017-04-07 19:59,195.17
2017-04-07 20:59,170.04
2017-04-07 21:59,386.98
2017-04-07 22:59,55.01
2017-04-07 23:59,47.63
2017-04-08 00:59,62.39
2017-04-08 01:59,32.88
2017-04-08 02:59,55.01
2017-04-08 03:59,47.63
2017-04-08 04:59,47.63
2017-04-08 05:59,47.63
2017-04-08 06:59,47.63
2017-04-08 07:59,106.65
2017-04-08 08:59,453.37
2017-04-08 09:59,512.38
2017-04-08 10:59,541.89
2017-04-08 11:59,519.76
2017-04-08 12:59,534.51
2017-04-08 13:59,556.65
2017-04-08 14:59,578.78
2017-04-08 15:59,593.53
2017-04-08 16:59,505.01
2017-04-08 17:59,423.86
2017-04-08 18:59,180.42
2017-04-08 19:59,165.67
2017-04-08 20:59,224.68
2017-04-08 21:59,158.29
2017-04-08 22:59,47.63
2017-04-08 23:59,40.26
2017-04-09 00:59,55.01
2017-04-09 01:59,32.88
2017-04-09 02:59,40.26
2017-04-09 03:59,47.63
2017-04-09 04:59,40.26
2017-04-09 05:59,40.26
2017-04-09 06:59,40.26
2017-04-09 07:59,84.52
2017-04-09 08:59,453.37
2017-04-09 09:59,505.01
2017-04-09 10:59,497.63
2017-04-09 11:59,490.25
2017-04-09 12:59,512.38
2017-04-09 13:59,534.51
2017-04-09 14:59,463.66
2017-04-09 15:59,165.67
2017-04-09 16:59,630.41
2017-04-09 17:59,158.29
2017-04-09 18:59,195.17
2017-04-09 19:59,158.29
2017-04-09 20:59,232.06
2017-04-09 21:59,69.77
2017-04-09 22:59,99.27
2017-04-09 23:59,10.75
2017-04-10 00:59,62.39
2017-04-10 01:59,32.88
2017-04-10 02:59,55.01
2017-04-10 03:59,47.63
2017-04-10 04:59,47.63
2017-04-10 05:59,47.63
2017-04-10 06:59,55.01
2017-04-10 07:59,91.9
2017-04-10 08:59,453.37
2017-04-10 09:59,541.89
2017-04-10 10:59,556.65
2017-04-10 11:59,527.14
2017-04-10 12:59,527.14
2017-04-10 13:59,505.01
2017-04-10 14:59,512.38
2017-04-10 15:59,541.89
2017-04-10 16:59,475.5
2017-04-10 17:59,394.35
2017-04-10 18:59,187.8
2017-04-10 19:59,173.04
2017-04-10 20:59,195.17
2017-04-10 21:59,158.29
2017-04-10 22:59,99.27
2017-04-10 23:59,62.39
2017-04-11 00:59,69.77
2017-04-11 01:59,40.26
2017-04-11 02:59,62.39
2017-04-11 03:59,55.01
2017-04-11 04:59,62.39
2017-04-11 05:59,55.01
2017-04-11 06:59,62.39
2017-04-11 07:59,62.39
2017-04-11 08:59,69.77
2017-04-11 09:59,84.52
2017-04-11 10:59,99.27
2017-04-11 11:59,99.27
2017-04-11 12:59,99.27
2017-04-11 13:59,99.27
2017-04-11 14:59,91.9
2017-04-11 15:59,99.27
2017-04-11 16:59,99.27
2017-04-11 17:59,84.52
2017-04-11 18:59,91.9
2017-04-11 19:59,84.52
2017-04-11 20:59,69.77
2017-04-11 21:59,62.39
2017-04-11 22:59,62.39
2017-04-11 23:59,55.01
2017-04-12 00:59,77.14
2017-04-12 01:59,40.26
2017-04-12 02:59,55.01
2017-04-12 03:59,55.01
2017-04-12 04:59,62.39
2017-04-12 05:59,62.39
2017-04-12 06:59,55.01
2017-04-12 07:59,62.39
2017-04-12 08:59,62.39
2017-04-12 09:59,55.01
2017-04-12 10:59,62.39
2017-04-12 11:59,62.39
2017-04-12 12:59,55.01
2017-04-12 13:59,62.39
2017-04-12 14:59,77.14
2017-04-12 15:59,84.52
2017-04-12 16:59,84.52
2017-04-12 17:59,77.14
2017-04-12 18:59,62.39
2017-04-12 19:59,55.01
2017-04-12 20:59,62.39
2017-04-12 21:59,55.01
2017-04-12 22:59,62.39
2017-04-12 23:59,91.9
2017-04-13 00:59,40.26
2017-04-13 01:59,40.26
2017-04-13 02:59,62.39
2017-04-13 03:59,55.01
2017-04-13 04:59,62.39
2017-04-13 05:59,55.01
2017-04-13 06:59,62.39
2017-04-13 07:59,106.65
2017-04-13 08:59,490.25
2017-04-13 09:59,505.01
2017-04-13 10:59,490.25
2017-04-13 11:59,527.14
2017-04-13 12:59,534.51
2017-04-13 13:59,541.89
2017-04-13 14:59,549.27
2017-04-13 15:59,541.89
2017-04-13 16:59,512.38
2017-04-13 17:59,416.48
2017-04-13 18:59,209.93
2017-04-13 19:59,195.17
2017-04-13 20:59,217.3
2017-04-13 21:59,143.54
2017-04-13 22:59,62.39
2017-04-13 23:59,47.63
2017-04-14 00:59,62.39
2017-04-14 01:59,32.88
2017-04-14 02:59,47.63
2017-04-14 03:59,40.26
2017-04-14 04:59,47.63
2017-04-14 05:59,47.63
2017-04-14 06:59,47.63
2017-04-14 07:59,99.27
2017-04-14 08:59,475.5
2017-04-14 09:59,519.76
2017-04-14 10:59,534.51
2017-04-14 11:59,505.01
2017-04-14 12:59,519.76
2017-04-14 13:59,534.51
2017-04-14 14:59,549.27
2017-04-14 15:59,534.51
2017-04-14 16:59,505.01
2017-04-14 17:59,416.48
2017-04-14 18:59,209.93
2017-04-14 19:59,187.8
2017-04-14 20:59,232.06
2017-04-14 21:59,150.91
2017-04-14 22:59,55.01
2017-04-14 23:59,40.26
2017-04-15 00:59,62.39
2017-04-15 01:59,32.88
2017-04-15 02:59,40.26
2017-04-15 03:59,47.63
2017-04-15 04:59,40.26
2017-04-15 05:59,47.63
2017-04-15 06:59,47.63
2017-04-15 07:59,84.52
2017-04-15 08:59,468.12
2017-04-15 09:59,505.01
2017-04-15 10:59,512.38
2017-04-15 11:59,475.5
2017-04-15 12:59,497.63
2017-04-15 13:59,505.01
2017-04-15 14:59,527.14
2017-04-15 15:59,512.38
2017-04-15 16:59,468.12
2017-04-15 17:59,423.86
2017-04-15 18:59,224.68
2017-04-15 19:59,202.55
2017-04-15 20:59,217.3
2017-04-15 21:59,143.54
2017-04-15 22:59,69.77
2017-04-15 23:59,69.77
2017-04-16 00:59,69.77
2017-04-16 01:59,32.88
2017-04-16 02:59,55.01
2017-04-16 03:59,55.01
2017-04-16 04:59,55.01
2017-04-16 05:59,55.01
2017-04-16 06:59,55.01
2017-04-16 07:59,106.65
2017-04-16 08:59,475.5
2017-04-16 09:59,549.27
2017-04-16 10:59,505.01
2017-04-16 11:59,505.01
2017-04-16 12:59,490.25
2017-04-16 13:59,505.01
2017-04-16 14:59,527.14
2017-04-16 15:59,512.38
2017-04-16 16:59,490.25
2017-04-16 17:59,409.11
2017-04-16 18:59,217.3
2017-04-16 19:59,416.48
2017-04-16 20:59,143.54
2017-04-16 21:59,40.26
2017-04-16 22:59,18.13
2017-04-16 23:59,47.63
2017-04-17 00:59,62.39
2017-04-17 01:59,32.88
2017-04-17 02:59,47.63
2017-04-17 03:59,40.26
2017-04-17 04:59,47.63
2017-04-17 05:59,47.63
2017-04-17 06:59,47.63
2017-04-17 07:59,84.52
2017-04-17 08:59,468.12
2017-04-17 09:59,519.76
2017-04-17 10:59,519.76
2017-04-17 11:59,505.01
2017-04-17 12:59,505.01
2017-04-17 13:59,497.63
2017-04-17 14:59,497.63
2017-04-17 15:59,497.63
2017-04-17 16:59,445.99
2017-04-17 17:59,386.98
2017-04-17 18:59,246.81
2017-04-17 19:59,232.06
2017-04-17 20:59,276.32
2017-04-17 21:59,180.42
2017-04-17 22:59,106.65
2017-04-17 23:59,47.63
2017-04-18 00:59,69.77
2017-04-18 01:59,18.13
2017-04-18 02:59,40.26
2017-04-18 03:59,47.63
2017-04-18 04:59,40.26
2017-04-18 05:59,47.63
2017-04-18 06:59,40.26
2017-04-18 07:59,40.26
2017-04-18 08:59,47.63
2017-04-18 09:59,91.9
2017-04-18 10:59,106.65
2017-04-18 11:59,202.55
2017-04-18 12:59,32.88
2017-04-18 13:59,106.65
2017-04-18 14:59,69.77
2017-04-18 15:59,77.14
2017-04-18 16:59,69.77
2017-04-18 17:59,62.39
2017-04-18 18:59,69.77
2017-04-18 19:59,69.77
2017-04-18 20:59,62.39
2017-04-18 21:59,47.63
2017-04-18 22:59,69.77
2017-04-18 23:59,18.13
2017-04-19 00:59,62.39
2017-04-19 01:59,32.88
2017-04-19 02:59,40.26
2017-04-19 03:59,47.63
2017-04-19 04:59,40.26
2017-04-19 05:59,47.63
2017-04-19 06:59,47.63
2017-04-19 07:59,40.26
2017-04-19 08:59,47.63
2017-04-19 09:59,40.26
2017-04-19 10:59,40.26
2017-04-19 11:59,47.63
2017-04-19 12:59,55.01
2017-04-19 13:59,47.63
2017-04-19 14:59,40.26
2017-04-19 15:59,47.63
2017-04-19 16:59,47.63
2017-04-19 17:59,77.14
2017-04-19 18:59,62.39
2017-04-19 19:59,55.01
2017-04-19 20:59,47.63
2017-04-19 21:59,47.63
2017-04-19 22:59,47.63
2017-04-19 23:59,47.63
2017-04-20 00:59,62.39
2017-04-20 01:59,32.88
2017-04-20 02:59,47.63
2017-04-20 03:59,55.01
2017-04-20 04:59,47.63
2017-04-20 05:59,47.63
2017-04-20 06:59,47.63
2017-04-20 07:59,99.27
2017-04-20 08:59,482.88
2017-04-20 09:59,512.38
2017-04-20 10:59,549.27
2017-04-20 11:59,541.89
2017-04-20 12:59,534.51
2017-04-20 13:59,534.51
2017-04-20 14:59,549.27
2017-04-20 15:59,549.27
2017-04-20 16:59,512.38
2017-04-20 17:59,423.86
2017-04-20 18:59,209.93
2017-04-20 19:59,187.8
2017-04-20 20:59,217.3
2017-04-20 21:59,150.91
2017-04-20 22:59,62.39
2017-04-20 23:59,47.63
2017-04-21 00:59,55.01
2017-04-21 01:59,32.88
2017-04-21 02:59,40.26
2017-04-21 03:59,47.63
2017-04-21 04:59,47.63
2017-04-21 05:59,40.26
2017-04-21 06:59,47.63
2017-04-21 07:59,84.52
2017-04-21 08:59,468.12
2017-04-21 09:59,645.17
2017-04-21 10:59,549.27
2017-04-21 11:59,379.6
2017-04-21 12:59,512.38
2017-04-21 13:59,527.14
2017-04-21 14:59,519.76
2017-04-21 15:59,549.27
2017-04-21 16:59,482.88
2017-04-21 17:59,416.48
2017-04-21 18:59,202.55
2017-04-21 19:59,187.8
2017-04-21 20:59,209.93
2017-04-21 21:59,158.29
2017-04-21 22:59,55.01
2017-04-21 23:59,40.26
2017-04-22 00:59,62.39
2017-04-22 01:59,32.88
2017-04-22 02:59,40.26
2017-04-22 03:59,47.63
2017-04-22 04:59,47.63
2017-04-22 05:59,47.63
2017-04-22 06:59,47.63
2017-04-22 07:59,91.9
2017-04-22 08:59,468.12
2017-04-22 09:59,541.89
2017-04-22 10:59,527.14
2017-04-22 11:59,519.76
2017-04-22 12:59,505.01
2017-04-22 13:59,505.01
2017-04-22 14:59,527.14
2017-04-22 15:59,541.89
2017-04-22 16:59,475.5
2017-04-22 17:59,416.48
2017-04-22 18:59,232.06
2017-04-22 19:59,202.55
2017-04-22 20:59,239.44
2017-04-22 21:59,180.42
2017-04-22 22:59,69.77
2017-04-22 23:59,40.26
2017-04-23 00:59,55.01
2017-04-23 01:59,32.88
2017-04-23 02:59,47.63
2017-04-23 03:59,40.26
2017-04-23 04:59,47.63
2017-04-23 05:59,40.26
2017-04-23 06:59,47.63
2017-04-23 07:59,84.52
2017-04-23 08:59,482.88
2017-04-23 09:59,527.14
2017-04-23 10:59,541.89
2017-04-23 11:59,505.01
2017-04-23 12:59,519.76
2017-04-23 13:59,505.01
2017-04-23 14:59,527.14
2017-04-23 15:59,541.89
2017-04-23 16:59,482.88
2017-04-23 17:59,401.73
2017-04-23 18:59,224.68
2017-04-23 19:59,187.8
2017-04-23 20:59,224.68
2017-04-23 21:59,173.04
2017-04-23 22:59,114.03
2017-04-23 23:59,62.39
2017-04-24 00:59,106.65
2017-04-24 01:59,40.26
2017-04-24 02:59,47.63
2017-04-24 03:59,55.01
2017-04-24 04:59,55.01
2017-04-24 05:59,55.01
2017-04-24 06:59,55.01
2017-04-24 07:59,91.9
2017-04-24 08:59,468.12
2017-04-24 09:59,534.51
2017-04-24 10:59,549.27
2017-04-24 11:59,512.38
2017-04-24 12:59,512.38
2017-04-24 13:59,497.63
2017-04-24 14:59,512.38
2017-04-24 15:59,527.14
2017-04-24 16:59,468.12
2017-04-24 17:59,394.35
2017-04-24 18:59,217.3
2017-04-24 19:59,187.8
2017-04-24 20:59,224.68
2017-04-24 21:59,165.67
2017-04-24 22:59,91.9
2017-04-24 23:59,69.77
2017-04-25 00:59,91.9
2017-04-25 01:59,47.63
2017-04-25 02:59,69.77
2017-04-25 03:59,69.77
2017-04-25 04:59,69.77
2017-04-25 05:59,69.77
2017-04-25 06:59,62.39
2017-04-25 07:59,55.01
2017-04-25 08:59,55.01
2017-04-25 09:59,99.27
2017-04-25 10:59,128.78
2017-04-25 11:59,128.78
2017-04-25 12:59,143.54
2017-04-25 13:59,106.65
2017-04-25 14:59,121.4
2017-04-25 15:59,143.54
2017-04-25 16:59,128.78
2017-04-25 17:59,84.52
2017-04-25 18:59,62.39
2017-04-25 19:59,55.01
2017-04-25 20:59,55.01
2017-04-25 21:59,47.63
2017-04-25 22:59,47.63
2017-04-25 23:59,40.26
2017-04-26 00:59,62.39
2017-04-26 01:59,32.88
2017-04-26 02:59,47.63
2017-04-26 03:59,40.26
2017-04-26 04:59,55.01
2017-04-26 05:59,47.63
2017-04-26 06:59,47.63
2017-04-26 07:59,47.63
2017-04-26 08:59,47.63
2017-04-26 09:59,47.63
2017-04-26 10:59,47.63
2017-04-26 11:59,47.63
2017-04-26 12:59,47.63
2017-04-26 13:59,47.63
2017-04-26 14:59,47.63
2017-04-26 15:59,55.01
2017-04-26 16:59,47.63
2017-04-26 17:59,55.01
2017-04-26 18:59,47.63
2017-04-26 19:59,55.01
2017-04-26 20:59,47.63
2017-04-26 21:59,47.63
2017-04-26 22:59,55.01
2017-04-26 23:59,47.63
2017-04-27 00:59,62.39
2017-04-27 01:59,25.5
2017-04-27 02:59,47.63
2017-04-27 03:59,47.63
2017-04-27 04:59,47.63
2017-04-27 05:59,47.63
2017-04-27 06:59,40.26
2017-04-27 07:59,106.65
2017-04-27 08:59,475.5
2017-04-27 09:59,490.25
2017-04-27 10:59,527.14
2017-04-27 11:59,505.01
2017-04-27 12:59,519.76
2017-04-27 13:59,505.01
2017-04-27 14:59,519.76
2017-04-27 15:59,564.02
2017-04-27 16:59,490.25
2017-04-27 17:59,394.35
2017-04-27 18:59,165.67
2017-04-27 19:59,143.54
2017-04-27 20:59,195.17
2017-04-27 21:59,136.16
2017-04-27 22:59,55.01
2017-04-27 23:59,47.63
2017-04-28 00:59,62.39
2017-04-28 01:59,32.88
2017-04-28 02:59,47.63
2017-04-28 03:59,47.63
2017-04-28 04:59,47.63
2017-04-28 05:59,47.63
2017-04-28 06:59,47.63
2017-04-28 07:59,91.9
2017-04-28 08:59,490.25
2017-04-28 09:59,527.14
2017-04-28 10:59,556.65
2017-04-28 11:59,505.01
2017-04-28 12:59,512.38
2017-04-28 13:59,534.51
2017-04-28 14:59,541.89
2017-04-28 15:59,556.65
2017-04-28 16:59,490.25
2017-04-28 17:59,394.35
2017-04-28 18:59,173.04
2017-04-28 19:59,150.91
2017-04-28 20:59,202.55
2017-04-28 21:59,136.16
2017-04-28 22:59,55.01
2017-04-28 23:59,47.63
2017-04-29 00:59,62.39
2017-04-29 01:59,32.88
2017-04-29 02:59,47.63
2017-04-29 03:59,47.63
2017-04-29 04:59,47.63
2017-04-29 05:59,47.63
2017-04-29 06:59,47.63
2017-04-29 07:59,99.27
2017-04-29 08:59,468.12
2017-04-29 09:59,512.38
2017-04-29 10:59,541.89
2017-04-29 11:59,497.63
2017-04-29 12:59,512.38
2017-04-29 13:59,527.14
2017-04-29 14:59,527.14
2017-04-29 15:59,541.89
2017-04-29 16:59,490.25
2017-04-29 17:59,409.11
2017-04-29 18:59,173.04
2017-04-29 19:59,150.91
2017-04-29 20:59,195.17
2017-04-29 21:59,143.54
2017-04-29 22:59,55.01
2017-04-29 23:59,47.63
2017-04-30 00:59,62.39
2017-04-30 01:59,32.88
2017-04-30 02:59,40.26
2017-04-30 03:59,47.63
2017-04-30 04:59,47.63
2017-04-30 05:59,47.63
2017-04-30 06:59,47.63
2017-04-30 07:59,91.9
2017-04-30 08:59,482.88
2017-04-30 09:59,564.02
2017-04-30 10:59,564.02
2017-04-30 11:59,556.65
2017-04-30 12:59,527.14
2017-04-30 13:59,512.38
2017-04-30 14:59,519.76
2017-04-30 15:59,534.51
2017-04-30 16:59,475.5
2017-04-30 17:59,416.48
2017-04-30 18:59,202.55
2017-04-30 19:59,180.42
2017-04-30 20:59,239.44
2017-04-30 21:59,195.17
2017-04-30 22:59,84.52
2017-04-30 23:59,47.63
2017-05-01 00:59,62.39
2017-05-01 01:59,32.88
2017-05-01 02:59,40.26
2017-05-01 03:59,47.63
2017-05-01 04:59,47.63
2017-05-01 05:59,47.63
2017-05-01 06:59,47.63
2017-05-01 07:59,99.27
2017-05-01 08:59,460.74
2017-05-01 09:59,556.65
2017-05-01 10:59,630.41
2017-05-01 11:59,394.35
2017-05-01 12:59,505.01
2017-05-01 13:59,482.88
2017-05-01 14:59,398.3
2017-05-01 15:59,313.21
2017-05-01 16:59,217.3
2017-05-01 17:59,423.86
2017-05-01 18:59,217.3
2017-05-01 19:59,195.17
2017-05-01 20:59,239.44
2017-05-01 21:59,165.67
2017-05-01 22:59,62.39
2017-05-01 23:59,47.63
2017-05-02 00:59,62.39
2017-05-02 01:59,25.5
2017-05-02 02:59,47.63
2017-05-02 03:59,47.63
2017-05-02 04:59,40.26
2017-05-02 05:59,47.63
2017-05-02 06:59,47.63
2017-05-02 07:59,47.63
2017-05-02 08:59,47.63
2017-05-02 09:59,84.52
2017-05-02 10:59,128.78
2017-05-02 11:59,121.4
2017-05-02 12:59,128.78
2017-05-02 13:59,136.16
2017-05-02 14:59,84.52
2017-05-02 15:59,69.77
2017-05-02 16:59,69.77
2017-05-02 17:59,69.77
2017-05-02 18:59,77.14
2017-05-02 19:59,69.77
2017-05-02 20:59,69.77
2017-05-02 21:59,69.77
2017-05-02 22:59,55.01
2017-05-02 23:59,47.63
2017-05-03 00:59,62.39
2017-05-03 01:59,32.88
2017-05-03 02:59,47.63
2017-05-03 03:59,47.63
2017-05-03 04:59,47.63
2017-05-03 05:59,47.63
2017-05-03 06:59,47.63
2017-05-03 07:59,47.63
2017-05-03 08:59,47.63
2017-05-03 09:59,40.26
2017-05-03 10:59,47.63
2017-05-03 11:59,47.63
2017-05-03 12:59,47.63
2017-05-03 13:59,47.63
2017-05-03 14:59,55.01
2017-05-03 15:59,47.63
2017-05-03 16:59,55.01
2017-05-03 17:59,55.01
2017-05-03 18:59,47.63
2017-05-03 19:59,55.01
2017-05-03 20:59,55.01
2017-05-03 21:59,47.63
2017-05-03 22:59,47.63
2017-05-03 23:59,47.63
2017-05-04 00:59,62.39
2017-05-04 01:59,32.88
2017-05-04 02:59,47.63
2017-05-04 03:59,47.63
2017-05-04 04:59,47.63
2017-05-04 05:59,47.63
2017-05-04 06:59,47.63
2017-05-04 07:59,91.9
2017-05-04 08:59,497.63
2017-05-04 09:59,549.27
2017-05-04 10:59,586.15
2017-05-04 11:59,571.4
2017-05-04 12:59,556.65
2017-05-04 13:59,556.65
2017-05-04 14:59,564.02
2017-05-04 15:59,571.4
2017-05-04 16:59,505.01
2017-05-04 17:59,423.86
2017-05-04 18:59,165.67
2017-05-04 19:59,158.29
2017-05-04 20:59,202.55
2017-05-04 21:59,165.67
2017-05-04 22:59,62.39
2017-05-04 23:59,55.01
2017-05-05 00:59,62.39
2017-05-05 01:59,32.88
2017-05-05 02:59,47.63
2017-05-05 03:59,47.63
2017-05-05 04:59,47.63
2017-05-05 05:59,47.63
2017-05-05 06:59,47.63
2017-05-05 07:59,83.27
2017-05-05 08:59,564.02
2017-05-05 09:59,556.65
2017-05-05 10:59,541.89
2017-05-05 11:59,519.76
2017-05-05 12:59,534.51
2017-05-05 13:59,519.76
2017-05-05 14:59,541.89
2017-05-05 15:59,541.89
2017-05-05 16:59,475.5
2017-05-05 17:59,409.11
2017-05-05 18:59,180.42
2017-05-05 19:59,143.54
2017-05-05 20:59,202.55
2017-05-05 21:59,143.54
2017-05-05 22:59,62.39
2017-05-05 23:59,47.63
2017-05-06 00:59,55.01
2017-05-06 01:59,32.88
2017-05-06 02:59,40.26
2017-05-06 03:59,47.63
2017-05-06 04:59,40.26
2017-05-06 05:59,40.26
2017-05-06 06:59,47.63
2017-05-06 07:59,91.9
2017-05-06 08:59,490.25
2017-05-06 09:59,527.14
2017-05-06 10:59,519.76
2017-05-06 11:59,475.5
2017-05-06 12:59,490.25
2017-05-06 13:59,490.25
2017-05-06 14:59,512.38
2017-05-06 15:59,519.76
2017-05-06 16:59,445.99
2017-05-06 17:59,386.98
2017-05-06 18:59,180.42
2017-05-06 19:59,239.44
2017-05-06 20:59,114.03
2017-05-06 21:59,143.54
2017-05-06 22:59,69.77
2017-05-06 23:59,47.63
2017-05-07 00:59,69.77
2017-05-07 01:59,32.88
2017-05-07 02:59,47.63
2017-05-07 03:59,47.63
2017-05-07 04:59,47.63
2017-05-07 05:59,55.01
2017-05-07 06:59,47.63
2017-05-07 07:59,91.9
2017-05-07 08:59,475.5
2017-05-07 09:59,519.76
2017-05-07 10:59,512.38
2017-05-07 11:59,505.01
2017-05-07 12:59,497.63
2017-05-07 13:59,482.88
2017-05-07 14:59,512.38
2017-05-07 15:59,527.14
2017-05-07 16:59,460.74
2017-05-07 17:59,372.22
2017-05-07 18:59,158.29
2017-05-07 19:59,150.91
2017-05-07 20:59,180.42
2017-05-07 21:59,136.16
2017-05-07 22:59,55.01
2017-05-07 23:59,47.63
2017-05-08 00:59,62.39
2017-05-08 01:59,32.88
2017-05-08 02:59,40.26
2017-05-08 03:59,47.63
2017-05-08 04:59,47.63
2017-05-08 05:59,47.63
2017-05-08 06:59,47.63
2017-05-08 07:59,88.21
2017-05-08 08:59,549.27
2017-05-08 09:59,696.81
2017-05-08 10:59,386.98
2017-05-08 11:59,497.63
2017-05-08 12:59,482.88
2017-05-08 13:59,490.25
2017-05-08 14:59,519.76
2017-05-08 15:59,527.14
2017-05-08 16:59,438.61
2017-05-08 17:59,364.84
2017-05-08 18:59,173.04
2017-05-08 19:59,150.91
2017-05-08 20:59,195.17
2017-05-08 21:59,136.16
2017-05-08 22:59,69.77
2017-05-08 23:59,32.88
2017-05-09 00:59,62.39
2017-05-09 01:59,32.88
2017-05-09 02:59,47.63
2017-05-09 03:59,47.63
2017-05-09 04:59,47.63
2017-05-09 05:59,47.63
2017-05-09 06:59,47.63
2017-05-09 07:59,47.63
2017-05-09 08:59,47.63
2017-05-09 09:59,77.14
2017-05-09 10:59,114.03
2017-05-09 11:59,99.27
2017-05-09 12:59,99.27
2017-05-09 13:59,77.14
2017-05-09 14:59,62.39
2017-05-09 15:59,55.01
2017-05-09 16:59,62.39
2017-05-09 17:59,55.01
2017-05-09 18:59,55.01
2017-05-09 19:59,55.01
2017-05-09 20:59,55.01
2017-05-09 21:59,47.63
2017-05-09 22:59,47.63
2017-05-09 23:59,55.01
2017-05-10 00:59,62.39
2017-05-10 01:59,32.88
2017-05-10 02:59,47.63
2017-05-10 03:59,47.63
2017-05-10 04:59,40.26
2017-05-10 05:59,47.63
2017-05-10 06:59,47.63
2017-05-10 07:59,47.63
2017-05-10 08:59,47.63
2017-05-10 09:59,47.63
2017-05-10 10:59,47.63
2017-05-10 11:59,47.63
2017-05-10 12:59,47.63
2017-05-10 13:59,47.63
2017-05-10 14:59,47.63
2017-05-10 15:59,47.63
2017-05-10 16:59,40.26
2017-05-10 17:59,55.01
2017-05-10 18:59,40.26
2017-05-10 19:59,55.01
2017-05-10 20:59,47.63
2017-05-10 21:59,47.63
2017-05-10 22:59,47.63
2017-05-10 23:59,40.26
2017-05-11 00:59,62.39
2017-05-11 01:59,32.88
2017-05-11 02:59,47.63
2017-05-11 03:59,47.63
2017-05-11 04:59,40.26
2017-05-11 05:59,47.63
2017-05-11 06:59,47.63
2017-05-11 07:59,91.9
2017-05-11 08:59,497.63
2017-05-11 09:59,571.4
2017-05-11 10:59,571.4
2017-05-11 11:59,534.51
2017-05-11 12:59,519.76
2017-05-11 13:59,541.89
2017-05-11 14:59,556.65
2017-05-11 15:59,571.4
2017-05-11 16:59,475.5
2017-05-11 17:59,386.98
2017-05-11 18:59,173.04
2017-05-11 19:59,158.29
2017-05-11 20:59,187.8
2017-05-11 21:59,136.16
2017-05-11 22:59,55.01
2017-05-11 23:59,47.63
2017-05-12 00:59,62.39
2017-05-12 01:59,32.88
2017-05-12 02:59,47.63
2017-05-12 03:59,47.63
2017-05-12 04:59,47.63
2017-05-12 05:59,47.63
2017-05-12 06:59,47.63
2017-05-12 07:59,91.9
2017-05-12 08:59,482.88
2017-05-12 09:59,505.01
2017-05-12 10:59,475.5
2017-05-12 11:59,453.37
2017-05-12 12:59,391.24
2017-05-12 13:59,187.8
2017-05-12 14:59,475.5
2017-05-12 15:59,541.89
2017-05-12 16:59,445.99
2017-05-12 17:59,386.98
2017-05-12 18:59,173.04
2017-05-12 19:59,158.29
2017-05-12 20:59,187.8
2017-05-12 21:59,136.16
2017-05-12 22:59,47.63
2017-05-12 23:59,47.63
2017-05-13 00:59,62.39
2017-05-13 01:59,25.5
2017-05-13 02:59,47.63
2017-05-13 03:59,47.63
2017-05-13 04:59,40.26
2017-05-13 05:59,47.63
2017-05-13 06:59,47.63
2017-05-13 07:59,84.52
